"timestamp","temperature_type","temperature"
"20190102T2100","temperature_mean",0.6905287
"20190102T2100","temperature_min",-0.3094713
"20190102T2100","temperature_max",2.6905287
"20190102T2200","temperature_mean",0.22052866
"20190102T2200","temperature_min",-3.77947134
"20190102T2200","temperature_max",2.22052866
"20190102T2300","temperature_mean",0.08052866
"20190102T2300","temperature_min",-3.91947134
"20190102T2300","temperature_max",3.08052866
"20190103T0000","temperature_mean",-0.27947134
"20190103T0000","temperature_min",-5.27947134
"20190103T0000","temperature_max",2.72052866
"20190103T0100","temperature_mean",-0.6194713
"20190103T0100","temperature_min",-3.6194713
"20190103T0100","temperature_max",2.3805287
"20190103T0200","temperature_mean",-0.6694713
"20190103T0200","temperature_min",-5.6694713
"20190103T0200","temperature_max",2.3305287
"20190103T0300","temperature_mean",-0.7994713
"20190103T0300","temperature_min",-2.7994713
"20190103T0300","temperature_max",0.2005287
"20190103T0400","temperature_mean",-1.0994713
"20190103T0400","temperature_min",-6.0994713
"20190103T0400","temperature_max",2.9005287
"20190103T0500","temperature_mean",-1.2394713
"20190103T0500","temperature_min",-6.2394713
"20190103T0500","temperature_max",3.7605287
"20190103T0600","temperature_mean",-1.3594713
"20190103T0600","temperature_min",-4.3594713
"20190103T0600","temperature_max",-0.3594713
"20190103T0700","temperature_mean",-1.4994713
"20190103T0700","temperature_min",-2.4994713
"20190103T0700","temperature_max",-0.4994713
"20190103T0800","temperature_mean",-1.6494713
"20190103T0800","temperature_min",-4.6494713
"20190103T0800","temperature_max",-0.6494713
"20190103T0900","temperature_mean",-1.5594714
"20190103T0900","temperature_min",-3.5594714
"20190103T0900","temperature_max",2.4405286
"20190103T1000","temperature_mean",-0.6794713
"20190103T1000","temperature_min",-3.6794713
"20190103T1000","temperature_max",2.3205287
"20190103T1100","temperature_mean",0.14052865
"20190103T1100","temperature_min",-0.85947135
"20190103T1100","temperature_max",4.14052865
"20190103T1200","temperature_mean",0.6305287
"20190103T1200","temperature_min",-3.3694713
"20190103T1200","temperature_max",3.6305287
"20190103T1300","temperature_mean",1.5705286
"20190103T1300","temperature_min",-3.4294714
"20190103T1300","temperature_max",6.5705286
"20190103T1400","temperature_mean",2.3105285
"20190103T1400","temperature_min",-2.6894715
"20190103T1400","temperature_max",4.3105285
"20190103T1500","temperature_mean",2.7205286
"20190103T1500","temperature_min",-1.2794714
"20190103T1500","temperature_max",4.7205286
"20190103T1600","temperature_mean",2.2205286
"20190103T1600","temperature_min",-2.7794714
"20190103T1600","temperature_max",5.2205286
"20190103T1700","temperature_mean",1.5405287
"20190103T1700","temperature_min",-1.4594713
"20190103T1700","temperature_max",5.5405287
"20190103T1800","temperature_mean",0.6305287
"20190103T1800","temperature_min",-0.3694713
"20190103T1800","temperature_max",5.6305287
"20190103T1900","temperature_mean",0.10052866
"20190103T1900","temperature_min",-4.89947134
"20190103T1900","temperature_max",3.10052866
"20190103T2000","temperature_mean",0.40052867
"20190103T2000","temperature_min",-0.59947133
"20190103T2000","temperature_max",4.40052867
"20190103T2100","temperature_mean",0.15052865
"20190103T2100","temperature_min",-4.84947135
"20190103T2100","temperature_max",3.15052865
"20190103T2200","temperature_mean",0.08052866
"20190103T2200","temperature_min",-1.91947134
"20190103T2200","temperature_max",5.08052866
"20190103T2300","temperature_mean",0.21052867
"20190103T2300","temperature_min",-3.78947133
"20190103T2300","temperature_max",5.21052867
"20190104T0000","temperature_mean",0.23052865
"20190104T0000","temperature_min",-2.76947135
"20190104T0000","temperature_max",4.23052865
"20190104T0100","temperature_mean",-0.21947134
"20190104T0100","temperature_min",-5.21947134
"20190104T0100","temperature_max",3.78052866
"20190104T0200","temperature_mean",-0.019471344
"20190104T0200","temperature_min",-4.019471344
"20190104T0200","temperature_max",0.980528656
"20190104T0300","temperature_mean",0.36052868
"20190104T0300","temperature_min",-1.63947132
"20190104T0300","temperature_max",5.36052868
"20190104T0400","temperature_mean",-0.38947132
"20190104T0400","temperature_min",-5.38947132
"20190104T0400","temperature_max",3.61052868
"20190104T0500","temperature_mean",-1.0094713
"20190104T0500","temperature_min",-5.0094713
"20190104T0500","temperature_max",0.9905287
"20190104T0600","temperature_mean",-1.1794714
"20190104T0600","temperature_min",-3.1794714
"20190104T0600","temperature_max",2.8205286
"20190104T0700","temperature_mean",-1.4894713
"20190104T0700","temperature_min",-3.4894713
"20190104T0700","temperature_max",1.5105287
"20190104T0800","temperature_mean",-1.4994713
"20190104T0800","temperature_min",-3.4994713
"20190104T0800","temperature_max",3.5005287
"20190104T0900","temperature_mean",-0.95947134
"20190104T0900","temperature_min",-4.95947134
"20190104T0900","temperature_max",4.04052866
"20190104T1000","temperature_mean",-0.17947134
"20190104T1000","temperature_min",-1.17947134
"20190104T1000","temperature_max",1.82052866
"20190104T1100","temperature_mean",1.4105287
"20190104T1100","temperature_min",-2.5894713
"20190104T1100","temperature_max",6.4105287
"20190104T1200","temperature_mean",2.0505285
"20190104T1200","temperature_min",-2.9494715
"20190104T1200","temperature_max",6.0505285
"20190104T1300","temperature_mean",4.1705284
"20190104T1300","temperature_min",-0.8294716
"20190104T1300","temperature_max",5.1705284
"20190104T1400","temperature_mean",4.7405286
"20190104T1400","temperature_min",1.7405286
"20190104T1400","temperature_max",9.7405286
"20190104T1500","temperature_mean",4.1705284
"20190104T1500","temperature_min",2.1705284
"20190104T1500","temperature_max",6.1705284
"20190104T1600","temperature_mean",3.7705286
"20190104T1600","temperature_min",-0.2294714
"20190104T1600","temperature_max",6.7705286
"20190104T1700","temperature_mean",3.2205286
"20190104T1700","temperature_min",-1.7794714
"20190104T1700","temperature_max",8.2205286
"20190104T1800","temperature_mean",2.4905286
"20190104T1800","temperature_min",0.4905286
"20190104T1800","temperature_max",6.4905286
"20190104T1900","temperature_mean",2.3805285
"20190104T1900","temperature_min",-0.6194715
"20190104T1900","temperature_max",7.3805285
"20190104T2000","temperature_mean",1.6305287
"20190104T2000","temperature_min",-1.3694713
"20190104T2000","temperature_max",5.6305287
"20190104T2100","temperature_mean",1.1705287
"20190104T2100","temperature_min",0.1705287
"20190104T2100","temperature_max",2.1705287
"20190104T2200","temperature_mean",1.5905286
"20190104T2200","temperature_min",-1.4094714
"20190104T2200","temperature_max",6.5905286
"20190104T2300","temperature_mean",2.1105285
"20190104T2300","temperature_min",0.1105285
"20190104T2300","temperature_max",6.1105285
"20190105T0000","temperature_mean",1.9105287
"20190105T0000","temperature_min",-3.0894713
"20190105T0000","temperature_max",6.9105287
"20190105T0100","temperature_mean",1.3905287
"20190105T0100","temperature_min",-3.6094713
"20190105T0100","temperature_max",2.3905287
"20190105T0200","temperature_mean",1.2105286
"20190105T0200","temperature_min",-0.7894714
"20190105T0200","temperature_max",3.2105286
"20190105T0300","temperature_mean",1.1005287
"20190105T0300","temperature_min",0.1005287
"20190105T0300","temperature_max",5.1005287
"20190105T0400","temperature_mean",0.44052866
"20190105T0400","temperature_min",-1.55947134
"20190105T0400","temperature_max",4.44052866
"20190105T0500","temperature_mean",0.26052865
"20190105T0500","temperature_min",-2.73947135
"20190105T0500","temperature_max",1.26052865
"20190105T0600","temperature_mean",0.31052867
"20190105T0600","temperature_min",-2.68947133
"20190105T0600","temperature_max",3.31052867
"20190105T0700","temperature_mean",0.38052866
"20190105T0700","temperature_min",-3.61947134
"20190105T0700","temperature_max",4.38052866
"20190105T0800","temperature_mean",0.47052866
"20190105T0800","temperature_min",-0.52947134
"20190105T0800","temperature_max",1.47052866
"20190105T0900","temperature_mean",0.8305287
"20190105T0900","temperature_min",-2.1694713
"20190105T0900","temperature_max",3.8305287
"20190105T1000","temperature_mean",1.6705287
"20190105T1000","temperature_min",-3.3294713
"20190105T1000","temperature_max",3.6705287
"20190105T1100","temperature_mean",2.5005286
"20190105T1100","temperature_min",-2.4994714
"20190105T1100","temperature_max",4.5005286
"20190105T1200","temperature_mean",2.8505285
"20190105T1200","temperature_min",-1.1494715
"20190105T1200","temperature_max",4.8505285
"20190105T1300","temperature_mean",2.4405286
"20190105T1300","temperature_min",1.4405286
"20190105T1300","temperature_max",4.4405286
"20190105T1400","temperature_mean",2.7305286
"20190105T1400","temperature_min",-0.2694714
"20190105T1400","temperature_max",6.7305286
"20190105T1500","temperature_mean",2.8305285
"20190105T1500","temperature_min",-2.1694715
"20190105T1500","temperature_max",4.8305285
"20190105T1600","temperature_mean",2.8605285
"20190105T1600","temperature_min",1.8605285
"20190105T1600","temperature_max",6.8605285
"20190105T1700","temperature_mean",2.4005284
"20190105T1700","temperature_min",1.4005284
"20190105T1700","temperature_max",3.4005284
"20190105T1800","temperature_mean",2.3905284
"20190105T1800","temperature_min",-0.6094716
"20190105T1800","temperature_max",3.3905284
"20190105T1900","temperature_mean",2.5605285
"20190105T1900","temperature_min",0.5605285
"20190105T1900","temperature_max",4.5605285
"20190105T2000","temperature_mean",2.7805285
"20190105T2000","temperature_min",-2.2194715
"20190105T2000","temperature_max",7.7805285
"20190105T2100","temperature_mean",2.9305286
"20190105T2100","temperature_min",0.9305286
"20190105T2100","temperature_max",3.9305286
"20190105T2200","temperature_mean",3.0905285
"20190105T2200","temperature_min",1.0905285
"20190105T2200","temperature_max",6.0905285
"20190105T2300","temperature_mean",3.1005285
"20190105T2300","temperature_min",-0.8994715
"20190105T2300","temperature_max",7.1005285
"20190106T0000","temperature_mean",3.0005286
"20190106T0000","temperature_min",1.0005286
"20190106T0000","temperature_max",7.0005286
"20190106T0100","temperature_mean",2.9305286
"20190106T0100","temperature_min",-0.0694714
"20190106T0100","temperature_max",5.9305286
"20190106T0200","temperature_mean",2.7005286
"20190106T0200","temperature_min",-2.2994714
"20190106T0200","temperature_max",6.7005286
"20190106T0300","temperature_mean",2.4605286
"20190106T0300","temperature_min",-1.5394714
"20190106T0300","temperature_max",4.4605286
"20190106T0400","temperature_mean",2.3405285
"20190106T0400","temperature_min",-2.6594715
"20190106T0400","temperature_max",4.3405285
"20190106T0500","temperature_mean",2.0905285
"20190106T0500","temperature_min",-0.9094715
"20190106T0500","temperature_max",5.0905285
"20190106T0600","temperature_mean",1.8305286
"20190106T0600","temperature_min",-2.1694714
"20190106T0600","temperature_max",6.8305286
"20190106T0700","temperature_mean",1.6105287
"20190106T0700","temperature_min",-3.3894713
"20190106T0700","temperature_max",5.6105287
"20190106T0800","temperature_mean",1.2905287
"20190106T0800","temperature_min",-1.7094713
"20190106T0800","temperature_max",4.2905287
"20190106T0900","temperature_mean",1.2905287
"20190106T0900","temperature_min",-2.7094713
"20190106T0900","temperature_max",4.2905287
"20190106T1000","temperature_mean",1.8605287
"20190106T1000","temperature_min",-0.1394713
"20190106T1000","temperature_max",3.8605287
"20190106T1100","temperature_mean",2.4805286
"20190106T1100","temperature_min",0.4805286
"20190106T1100","temperature_max",6.4805286
"20190106T1200","temperature_mean",3.2005286
"20190106T1200","temperature_min",-0.7994714
"20190106T1200","temperature_max",8.2005286
"20190106T1300","temperature_mean",4.4805284
"20190106T1300","temperature_min",0.4805284
"20190106T1300","temperature_max",8.4805284
"20190106T1400","temperature_mean",5.040529
"20190106T1400","temperature_min",0.040529
"20190106T1400","temperature_max",9.040529
"20190106T1500","temperature_mean",5.4605284
"20190106T1500","temperature_min",1.4605284
"20190106T1500","temperature_max",6.4605284
"20190106T1600","temperature_mean",5.3105288
"20190106T1600","temperature_min",3.3105288
"20190106T1600","temperature_max",7.3105288
"20190106T1700","temperature_mean",4.4105287
"20190106T1700","temperature_min",2.4105287
"20190106T1700","temperature_max",8.4105287
"20190106T1800","temperature_mean",3.7105286
"20190106T1800","temperature_min",-1.2894714
"20190106T1800","temperature_max",4.7105286
"20190106T1900","temperature_mean",3.4105287
"20190106T1900","temperature_min",-1.5894713
"20190106T1900","temperature_max",4.4105287
"20190106T2000","temperature_mean",3.1805286
"20190106T2000","temperature_min",-1.8194714
"20190106T2000","temperature_max",4.1805286
"20190106T2100","temperature_mean",2.9505286
"20190106T2100","temperature_min",0.9505286
"20190106T2100","temperature_max",7.9505286
"20190106T2200","temperature_mean",2.9205287
"20190106T2200","temperature_min",1.9205287
"20190106T2200","temperature_max",7.9205287
"20190106T2300","temperature_mean",2.7305286
"20190106T2300","temperature_min",0.7305286
"20190106T2300","temperature_max",3.7305286
"20190107T0000","temperature_mean",2.6105285
"20190107T0000","temperature_min",0.6105285
"20190107T0000","temperature_max",5.6105285
"20190107T0100","temperature_mean",2.5005286
"20190107T0100","temperature_min",-0.4994714
"20190107T0100","temperature_max",6.5005286
"20190107T0200","temperature_mean",2.3505285
"20190107T0200","temperature_min",-1.6494715
"20190107T0200","temperature_max",6.3505285
"20190107T0300","temperature_mean",2.1105285
"20190107T0300","temperature_min",-1.8894715
"20190107T0300","temperature_max",3.1105285
"20190107T0400","temperature_mean",1.9005287
"20190107T0400","temperature_min",-3.0994713
"20190107T0400","temperature_max",3.9005287
"20190107T0500","temperature_mean",1.4905287
"20190107T0500","temperature_min",-1.5094713
"20190107T0500","temperature_max",5.4905287
"20190107T0600","temperature_mean",1.1905286
"20190107T0600","temperature_min",-2.8094714
"20190107T0600","temperature_max",2.1905286
"20190107T0700","temperature_mean",1.4405286
"20190107T0700","temperature_min",-1.5594714
"20190107T0700","temperature_max",3.4405286
"20190107T0800","temperature_mean",1.4605286
"20190107T0800","temperature_min",0.4605286
"20190107T0800","temperature_max",5.4605286
"20190107T0900","temperature_mean",1.7005286
"20190107T0900","temperature_min",-2.2994714
"20190107T0900","temperature_max",3.7005286
"20190107T1000","temperature_mean",2.3305285
"20190107T1000","temperature_min",-2.6694715
"20190107T1000","temperature_max",6.3305285
"20190107T1100","temperature_mean",3.0005286
"20190107T1100","temperature_min",0.0005286
"20190107T1100","temperature_max",8.0005286
"20190107T1200","temperature_mean",3.3705285
"20190107T1200","temperature_min",-1.6294715
"20190107T1200","temperature_max",7.3705285
"20190107T1300","temperature_mean",3.9105287
"20190107T1300","temperature_min",2.9105287
"20190107T1300","temperature_max",8.9105287
"20190107T1400","temperature_mean",4.3905287
"20190107T1400","temperature_min",3.3905287
"20190107T1400","temperature_max",6.3905287
"20190107T1500","temperature_mean",4.5505285
"20190107T1500","temperature_min",3.5505285
"20190107T1500","temperature_max",9.5505285
"20190107T1600","temperature_mean",4.4105287
"20190107T1600","temperature_min",3.4105287
"20190107T1600","temperature_max",9.4105287
"20190107T1700","temperature_mean",4.0505285
"20190107T1700","temperature_min",2.0505285
"20190107T1700","temperature_max",8.0505285
"20190107T1800","temperature_mean",3.3105285
"20190107T1800","temperature_min",2.3105285
"20190107T1800","temperature_max",5.3105285
"20190107T1900","temperature_mean",3.3205285
"20190107T1900","temperature_min",-1.6794715
"20190107T1900","temperature_max",4.3205285
"20190107T2000","temperature_mean",3.4805286
"20190107T2000","temperature_min",2.4805286
"20190107T2000","temperature_max",6.4805286
"20190107T2100","temperature_mean",3.3305285
"20190107T2100","temperature_min",-0.6694715
"20190107T2100","temperature_max",4.3305285
"20190107T2200","temperature_mean",3.2405286
"20190107T2200","temperature_min",0.2405286
"20190107T2200","temperature_max",6.2405286
"20190107T2300","temperature_mean",2.7905285
"20190107T2300","temperature_min",1.7905285
"20190107T2300","temperature_max",4.7905285
"20190108T0000","temperature_mean",2.8205285
"20190108T0000","temperature_min",1.8205285
"20190108T0000","temperature_max",4.8205285
"20190108T0100","temperature_mean",2.6805286
"20190108T0100","temperature_min",0.6805286
"20190108T0100","temperature_max",3.6805286
"20190108T0200","temperature_mean",2.3805285
"20190108T0200","temperature_min",-1.6194715
"20190108T0200","temperature_max",7.3805285
"20190108T0300","temperature_mean",2.6605287
"20190108T0300","temperature_min",-2.3394713
"20190108T0300","temperature_max",7.6605287
"20190108T0400","temperature_mean",3.3905284
"20190108T0400","temperature_min",0.3905284
"20190108T0400","temperature_max",6.3905284
"20190108T0500","temperature_mean",4.1105285
"20190108T0500","temperature_min",-0.8894715
"20190108T0500","temperature_max",6.1105285
"20190108T0600","temperature_mean",4.3905287
"20190108T0600","temperature_min",-0.6094713
"20190108T0600","temperature_max",5.3905287
"20190108T0700","temperature_mean",4.5305285
"20190108T0700","temperature_min",2.5305285
"20190108T0700","temperature_max",6.5305285
"20190108T0800","temperature_mean",4.5605288
"20190108T0800","temperature_min",3.5605288
"20190108T0800","temperature_max",6.5605288
"20190108T0900","temperature_mean",4.5605288
"20190108T0900","temperature_min",2.5605288
"20190108T0900","temperature_max",6.5605288
"20190108T1000","temperature_mean",4.8005285
"20190108T1000","temperature_min",-0.1994715
"20190108T1000","temperature_max",9.8005285
"20190108T1100","temperature_mean",4.8705287
"20190108T1100","temperature_min",2.8705287
"20190108T1100","temperature_max",5.8705287
"20190108T1200","temperature_mean",5.0305285
"20190108T1200","temperature_min",3.0305285
"20190108T1200","temperature_max",9.0305285
"20190108T1300","temperature_mean",5.3605285
"20190108T1300","temperature_min",2.3605285
"20190108T1300","temperature_max",10.3605285
"20190108T1400","temperature_mean",5.6605287
"20190108T1400","temperature_min",1.6605287
"20190108T1400","temperature_max",6.6605287
"20190108T1500","temperature_mean",5.8005285
"20190108T1500","temperature_min",2.8005285
"20190108T1500","temperature_max",8.8005285
"20190108T1600","temperature_mean",5.5105286
"20190108T1600","temperature_min",4.5105286
"20190108T1600","temperature_max",10.5105286
"20190108T1700","temperature_mean",5.1505284
"20190108T1700","temperature_min",3.1505284
"20190108T1700","temperature_max",8.1505284
"20190108T1800","temperature_mean",4.8705287
"20190108T1800","temperature_min",3.8705287
"20190108T1800","temperature_max",8.8705287
"20190108T1900","temperature_mean",4.6805286
"20190108T1900","temperature_min",3.6805286
"20190108T1900","temperature_max",7.6805286
"20190108T2000","temperature_mean",4.4505286
"20190108T2000","temperature_min",0.4505286
"20190108T2000","temperature_max",9.4505286
"20190108T2100","temperature_mean",4.0805287
"20190108T2100","temperature_min",-0.9194713
"20190108T2100","temperature_max",6.0805287
"20190108T2200","temperature_mean",4.040529
"20190108T2200","temperature_min",2.040529
"20190108T2200","temperature_max",7.040529
"20190108T2300","temperature_mean",3.8705285
"20190108T2300","temperature_min",-1.1294715
"20190108T2300","temperature_max",7.8705285
"20190109T0000","temperature_mean",3.6605287
"20190109T0000","temperature_min",1.6605287
"20190109T0000","temperature_max",7.6605287
"20190109T0100","temperature_mean",3.3605285
"20190109T0100","temperature_min",-0.6394715
"20190109T0100","temperature_max",4.3605285
"20190109T0200","temperature_mean",3.1205285
"20190109T0200","temperature_min",-1.8794715
"20190109T0200","temperature_max",8.1205285
"20190109T0300","temperature_mean",2.9605286
"20190109T0300","temperature_min",-2.0394714
"20190109T0300","temperature_max",6.9605286
"20190109T0400","temperature_mean",2.8005285
"20190109T0400","temperature_min",-1.1994715
"20190109T0400","temperature_max",6.8005285
"20190109T0500","temperature_mean",2.6305285
"20190109T0500","temperature_min",-1.3694715
"20190109T0500","temperature_max",6.6305285
"20190109T0600","temperature_mean",2.4305286
"20190109T0600","temperature_min",1.4305286
"20190109T0600","temperature_max",3.4305286
"20190109T0700","temperature_mean",2.5905285
"20190109T0700","temperature_min",1.5905285
"20190109T0700","temperature_max",3.5905285
"20190109T0800","temperature_mean",2.7105286
"20190109T0800","temperature_min",-2.2894714
"20190109T0800","temperature_max",4.7105286
"20190109T0900","temperature_mean",2.6105285
"20190109T0900","temperature_min",-1.3894715
"20190109T0900","temperature_max",7.6105285
"20190109T1000","temperature_mean",2.8805285
"20190109T1000","temperature_min",-1.1194715
"20190109T1000","temperature_max",5.8805285
"20190109T1100","temperature_mean",3.1605287
"20190109T1100","temperature_min",-0.8394713
"20190109T1100","temperature_max",8.1605287
"20190109T1200","temperature_mean",2.9505286
"20190109T1200","temperature_min",0.9505286
"20190109T1200","temperature_max",6.9505286
"20190109T1300","temperature_mean",3.7005286
"20190109T1300","temperature_min",-0.2994714
"20190109T1300","temperature_max",7.7005286
"20190109T1400","temperature_mean",3.7505286
"20190109T1400","temperature_min",0.7505286
"20190109T1400","temperature_max",4.7505286
"20190109T1500","temperature_mean",3.5905285
"20190109T1500","temperature_min",2.5905285
"20190109T1500","temperature_max",6.5905285
"20190109T1600","temperature_mean",3.5205286
"20190109T1600","temperature_min",1.5205286
"20190109T1600","temperature_max",8.5205286
"20190109T1700","temperature_mean",3.0505285
"20190109T1700","temperature_min",-0.9494715
"20190109T1700","temperature_max",8.0505285
"20190109T1800","temperature_mean",2.4905286
"20190109T1800","temperature_min",0.4905286
"20190109T1800","temperature_max",5.4905286
"20190109T1900","temperature_mean",0.93052864
"20190109T1900","temperature_min",-1.06947136
"20190109T1900","temperature_max",5.93052864
"20190109T2000","temperature_mean",0.66052866
"20190109T2000","temperature_min",-4.33947134
"20190109T2000","temperature_max",4.66052866
"20190109T2100","temperature_mean",0.61052865
"20190109T2100","temperature_min",-3.38947135
"20190109T2100","temperature_max",2.61052865
"20190109T2200","temperature_mean",0.61052865
"20190109T2200","temperature_min",-0.38947135
"20190109T2200","temperature_max",5.61052865
"20190109T2300","temperature_mean",0.48052865
"20190109T2300","temperature_min",-1.51947135
"20190109T2300","temperature_max",1.48052865
"20190110T0000","temperature_mean",0.39052868
"20190110T0000","temperature_min",-1.60947132
"20190110T0000","temperature_max",3.39052868
"20190110T0100","temperature_mean",0.28052866
"20190110T0100","temperature_min",-3.71947134
"20190110T0100","temperature_max",1.28052866
"20190110T0200","temperature_mean",0.12052866
"20190110T0200","temperature_min",-1.87947134
"20190110T0200","temperature_max",5.12052866
"20190110T0300","temperature_mean",-0.17947134
"20190110T0300","temperature_min",-1.17947134
"20190110T0300","temperature_max",4.82052866
"20190110T0400","temperature_mean",-0.45947134
"20190110T0400","temperature_min",-2.45947134
"20190110T0400","temperature_max",0.54052866
"20190110T0500","temperature_mean",-0.76947135
"20190110T0500","temperature_min",-1.76947135
"20190110T0500","temperature_max",0.23052865
"20190110T0600","temperature_mean",-0.9794713
"20190110T0600","temperature_min",-3.9794713
"20190110T0600","temperature_max",0.0205287
"20190110T0700","temperature_mean",-1.1394713
"20190110T0700","temperature_min",-5.1394713
"20190110T0700","temperature_max",1.8605287
"20190110T0800","temperature_mean",-1.3294713
"20190110T0800","temperature_min",-2.3294713
"20190110T0800","temperature_max",0.6705287
"20190110T0900","temperature_mean",-1.2794713
"20190110T0900","temperature_min",-6.2794713
"20190110T0900","temperature_max",0.7205287
